,user_id,item_id,recommend,price
0,76561197970982479,1250.0,True,19.99
1,76561197970982479,22200.0,True,9.99
2,76561197970982479,43110.0,True,9.99
3,js41637,251610.0,True,9.99
4,js41637,227300.0,True,19.99
5,js41637,239030.0,True,9.99
6,evcentric,248820.0,True,9.99
7,evcentric,370360.0,True,6.99
8,evcentric,237930.0,True,19.99
9,evcentric,263360.0,True,6.99
10,evcentric,107200.0,True,9.99
11,evcentric,224500.0,True,14.99
12,doctr,250320.0,True,24.99
13,doctr,20920.0,True,19.99
14,doctr,204100.0,True,19.99
15,doctr,224600.0,True,0.0
16,doctr,207610.0,True,24.99
17,doctr,108710.0,True,9.99
18,maplemage,211420.0,True,19.99
19,maplemage,211820.0,True,14.99
20,maplemage,730.0,True,14.99
21,maplemage,204300.0,True,0.0
22,Wackky,249130.0,True,19.99
23,Wackky,207610.0,True,24.99
24,Wackky,550.0,True,19.99
25,Wackky,65800.0,True,14.99
26,Wackky,220.0,True,9.99
27,76561198079601835,730.0,True,14.99
28,MeaTCompany,730.0,True,14.99
29,76561198089393905,72850.0,True,9.99
30,76561198089393905,440.0,True,0.0
31,76561198156664158,252950.0,True,19.99
32,76561198077246154,440.0,True,0.0
33,76561198077246154,304930.0,True,0.0
34,WeiEDKrSat,4000.0,True,9.99
35,thequeenpanda,42910.0,True,9.99
36,death-hunter,232090.0,True,29.99
37,death-hunter,1250.0,True,19.99
38,death-hunter,4000.0,True,9.99
39,DJKamBer,304930.0,True,0.0
40,DJKamBer,570.0,True,0.0
41,DJKamBer,218620.0,True,4.99
42,DJKamBer,224260.0,True,0.0
43,DJKamBer,1250.0,True,19.99
44,DJKamBer,440.0,True,0.0
45,Rainbow-Dashie,730.0,True,14.99
46,Rainbow-Dashie,440.0,True,0.0
47,Rainbow-Dashie,49520.0,True,19.99
48,76561198043472122,33440.0,False,9.99
49,MarbleShrine,220200.0,True,39.99
50,PPanther,211820.0,True,14.99
51,devvonst,440.0,True,0.0
52,devvonst,218740.0,True,9.99
53,devvonst,550.0,True,19.99
54,Fr0stedLine,220.0,True,9.99
55,starkillershadow553,238090.0,True,29.99
56,starkillershadow553,242130.0,True,24.99
57,starkillershadow553,277430.0,True,2.99
58,76561198058373434,8870.0,True,29.99
59,76561198048353577,368230.0,True,4.99
60,76561198048353577,4000.0,True,9.99
61,76561198048353577,33930.0,True,19.99
62,76561198066046412,359320.0,False,29.99
63,76561198066046412,219640.0,True,24.99
64,tru_mu_,287980.0,True,9.99
65,76561198070565427,218620.0,True,4.99
66,76561198070565427,208090.0,True,0.0
67,76561198070565427,242700.0,True,19.99
68,76561198070565427,570.0,False,0.0
69,76561198070565427,224260.0,True,0.0
70,SavageEeEe,221100.0,True,34.99
71,76561198076909484,570.0,True,0.0
72,KanadeTheNeko,331470.0,True,0.0
73,KanadeTheNeko,4000.0,True,9.99
74,Leaf_Light_Moscow,323370.0,True,0.0
75,GoAwayZach,304930.0,True,0.0
76,76561198054540475,12210.0,True,9.99
77,76561198054540475,265210.0,True,9.99
78,76561198054540475,48700.0,True,19.99
79,76561198085547365,238460.0,True,14.99
80,76561198085547365,34900.0,True,0.99
81,76561198061252210,730.0,True,14.99
82,OfficialShroomsy,113200.0,True,4.99
83,boydeer,440.0,True,0.0
84,boydeer,383080.0,False,9.99
85,VVillis,213670.0,True,29.99
86,76561198083226897,105600.0,True,9.99
87,76561198075277292,730.0,True,14.99
88,76561198075277292,570.0,True,0.0
89,76561198028895010,231180.0,True,9.99
90,76561198028895010,620.0,True,19.99
91,76561198170198366,271290.0,True,9.99
92,diego9031,4000.0,True,9.99
93,diego9031,317360.0,True,0.0
94,diego9031,223710.0,True,0.0
95,diego9031,299360.0,True,0.0
96,diego9031,322330.0,True,14.99
97,diego9031,1250.0,True,19.99
98,diego9031,12100.0,True,9.99
99,diego9031,204360.0,True,14.99
100,diego9031,440.0,True,0.0
101,diego9031,224260.0,True,0.0
102,jarrodtrim,440.0,True,0.0
103,76561198078738103,304930.0,True,0.0
104,76561198067936203,440.0,True,0.0
105,76561198079770573,1840.0,True,4.99
106,76561198087586464,440.0,True,0.0
107,Derp-e,440.0,True,0.0
108,76561198070194565,233250.0,True,9.99
109,76561198070194565,449140.0,True,0.0
110,76561198070194565,368730.0,True,14.99
111,76561198070194565,246280.0,True,9.99
112,76561198070194565,427270.0,True,0.0
113,76561198070194565,397100.0,True,0.0
114,76561198070194565,248570.0,True,0.0
115,Rivtex,298630.0,True,17.99
116,UTNerd24,244210.0,True,29.99
117,UTNerd24,440.0,True,0.0
118,UTNerd24,376920.0,True,0.99
119,UTNerd24,257750.0,True,9.99
120,UTNerd24,221910.0,True,14.99
121,UTNerd24,2280.0,True,4.99
122,sandwiches1,417860.0,False,0.0
123,76561198138053270,218620.0,True,4.99
124,lucaswerg,218620.0,True,4.99
125,lucaswerg,222880.0,True,9.99
126,Life-Of-Blu,377160.0,True,29.99
127,Life-Of-Blu,211820.0,True,14.99
128,CaptianAutismo,252490.0,True,19.99
129,76561198075895633,440.0,True,0.0
130,TheDropix101,242920.0,True,19.99
131,kube134,251990.0,True,9.99
132,iamthekingofbrowntown,344760.0,False,19.99
133,iamthekingofbrowntown,252950.0,True,19.99
134,iamthekingofbrowntown,236430.0,True,39.99
135,iamthekingofbrowntown,399730.0,True,3.99
136,MainScout,550.0,True,19.99
137,gdxsd,nan,,9.99
138,yookobz,377160.0,True,29.99
139,yookobz,219150.0,True,9.99
140,Posiblydead,277430.0,True,2.99
141,Posiblydead,239820.0,True,9.99
142,Posiblydead,17410.0,True,19.99
143,Mossy_Gaming,440.0,True,0.0
144,76561198102421718,270550.0,True,1.99
145,76561198102421718,274940.0,True,19.99
146,76561198102421718,333930.0,True,0.0
147,76561198087407319,440.0,True,0.0
148,76561198056741844,730.0,True,14.99
149,sad-commie,294100.0,True,29.99
150,sad-commie,212070.0,True,0.0
151,sad-commie,264140.0,True,9.99
152,76561198030567998,332800.0,True,7.99
153,76561198030567998,319630.0,True,0.0
154,76561198030567998,6020.0,True,9.99
155,76561198030567998,55230.0,True,9.99
156,76561198030567998,32430.0,True,19.99
157,76561198010674657,377160.0,False,29.99
158,76561198010674657,440.0,True,0.0
159,Coldaniel,35450.0,True,19.99
160,Coldaniel,440.0,True,0.0
161,Coldaniel,236390.0,True,0.0
162,therealmorty,351570.0,True,0.0
163,therealmorty,212680.0,True,9.99
164,Berserklejerker,391540.0,True,9.99
165,76561198061730629,550.0,True,19.99
166,YoHuNz,440.0,True,0.0
167,YoHuNz,570.0,True,0.0
168,possessioniskey,72850.0,True,9.99
169,possessioniskey,440.0,True,0.0
170,possessioniskey,113400.0,True,0.0
171,76561198093112529,440.0,True,0.0
172,76561198060447950,200510.0,True,29.99
173,whiteofwolfing,730.0,True,14.99
174,sergarino,383080.0,True,9.99
175,76561198081962345,200210.0,True,0.0
176,76561198081962345,1250.0,True,19.99
177,76561198094224872,nan,,9.99
178,76561198073210139,304050.0,True,0.0
179,Nozomikat,265610.0,True,11.99
180,Nozomikat,264200.0,True,4.99
181,Nozomikat,417860.0,True,0.0
182,Nozomikat,333600.0,True,9.99
183,Nozomikat,213670.0,True,29.99
184,Nozomikat,91310.0,True,9.99
185,Nozomikat,437220.0,False,9.99
186,Nozomikat,210770.0,True,14.99
187,xfluttersx,351640.0,True,0.0
188,xfluttersx,202530.0,False,9.99
189,xfluttersx,105600.0,True,9.99
190,xfluttersx,440.0,True,0.0
191,xfluttersx,47870.0,True,19.99
192,xfluttersx,383080.0,True,9.99
193,xfluttersx,410.0,True,9.99
194,76561198056290589,730.0,True,14.99
195,ii_voltage_ii,253710.0,False,0.0
196,ii_voltage_ii,339280.0,True,0.0
197,ii_voltage_ii,271290.0,True,9.99
198,ii_voltage_ii,203290.0,True,4.99
199,76561198097762318,440.0,True,0.0
200,76561198097762318,233150.0,True,9.99
201,Hirukaz,550.0,True,19.99
202,StelerForYou,730.0,True,14.99
203,StelerForYou,211820.0,True,14.99
204,76561198183396245,440.0,True,0.0
205,Xx-Woods,346330.0,False,0.0
206,Xx-Woods,224260.0,True,0.0
207,Xx-Woods,317360.0,True,0.0
208,Xx-Woods,295550.0,True,0.0
209,Xx-Woods,250180.0,True,7.99
210,Xx-Woods,227940.0,True,0.0
211,Xx-Woods,17520.0,True,0.0
212,Xx-Woods,113420.0,True,0.0
213,kevinator23,320760.0,True,14.99
214,kevinator23,8850.0,True,19.99
215,kevinator23,233720.0,True,9.99
216,kevinator23,218620.0,True,4.99
217,kevinator23,730.0,True,14.99
218,kevinator23,219740.0,True,9.99
219,kevinator23,220240.0,True,19.99
220,kevinator23,440.0,True,0.0
221,76561198090715178,4000.0,True,9.99
222,76561198090715178,304930.0,True,0.0
223,CatsWhale,333950.0,True,19.99
224,CatsWhale,388520.0,True,9.99
225,CatsWhale,107410.0,True,39.99
226,CatsWhale,206210.0,True,0.0
227,76561198073784601,221100.0,True,34.99
228,76561198073784601,299740.0,False,19.99
229,mimimomoma,730.0,True,14.99
230,76561198102410011,440.0,True,0.0
231,de_Butl3r,209870.0,True,0.0
232,76561198027947401,322170.0,True,3.99
233,76561198027947401,304050.0,True,0.0
234,Bluezap1,440.0,True,0.0
235,Bluezap1,730.0,True,14.99
236,Bluezap1,362890.0,True,19.99
237,Bluezap1,413850.0,True,0.0
238,76561198074200011,730.0,True,14.99
239,jonasdbomb,346110.0,True,59.99
240,L1J1N,570.0,True,0.0
241,Lord_Exploit,311560.0,True,19.99
242,Lord_Exploit,322170.0,True,3.99
243,AVATAR715,48240.0,False,9.99
244,AVATAR715,440.0,True,0.0
245,AVATAR715,248570.0,True,0.0
246,AVATAR715,264140.0,True,9.99
247,AVATAR715,4000.0,True,9.99
248,AVATAR715,266430.0,True,0.0
249,AVATAR715,316010.0,True,0.0
250,AVATAR715,249570.0,True,15.99
251,YieuwMage,730.0,True,14.99
252,76561198078752187,240.0,True,19.99
253,A-Very-Sly-Person,304930.0,True,0.0
254,A-Very-Sly-Person,440.0,True,0.0
255,76561198211054671,730.0,True,14.99
256,76561198211054671,333930.0,True,0.0
257,76561197994493402,365590.0,True,49.99
258,76561197994493402,264200.0,True,4.99
259,76561197994493402,440.0,True,0.0
260,Koolcaz12,298050.0,False,29.99
261,76561198065656175,383080.0,True,9.99
262,76561198188979775,440.0,True,0.0
263,97396295,301520.0,True,0.0
264,97396295,243870.0,True,9.99
265,97396295,218230.0,False,0.0
266,97396295,291550.0,False,0.0
267,76561198126640317,251570.0,True,9.99
268,76561198126640317,221100.0,True,34.99
269,76561198126640317,316010.0,True,0.0
270,76561198126640317,218230.0,True,0.0
271,76561198126640317,333930.0,True,0.0
272,76561198126640317,222880.0,True,9.99
273,76561198126640317,730.0,True,14.99
274,DemonicWolvz,55230.0,True,9.99
275,DemonicWolvz,232090.0,True,29.99
276,DemonicWolvz,4000.0,True,9.99
277,DemonicWolvz,206420.0,True,14.99
278,DemonicWolvz,224260.0,True,0.0
279,DemonicWolvz,550.0,True,19.99
280,DieMadchenschanderin,346110.0,True,59.99
281,DieMadchenschanderin,380770.0,False,9.99
282,DieMadchenschanderin,454890.0,True,0.99
283,DieMadchenschanderin,227680.0,False,9.99
284,GGargula,570.0,False,0.0
285,GGargula,233250.0,True,9.99
286,Myther43,273350.0,True,0.0
287,getf0kinn0sc0pedm9,730.0,True,14.99
288,getf0kinn0sc0pedm9,440.0,False,0.0
289,76561198141443390,730.0,True,14.99
290,76561198097333029,570.0,True,0.0
291,whodafuqisthisguilao,730.0,True,14.99
292,Magjiikal,370480.0,True,9.99
293,Magjiikal,313740.0,True,9.99
294,ohnospaghet,1840.0,True,4.99
295,ohnospaghet,440.0,True,0.0
296,ohnospaghet,266210.0,True,3.49
297,ohnospaghet,369200.0,True,9.99
298,ohnospaghet,252490.0,False,19.99
299,ohnospaghet,264200.0,True,4.99
300,76561198050347115,292030.0,True,9.99
301,2768820078,287700.0,True,19.99
302,2768820078,730.0,False,14.99
303,2768820078,310950.0,True,39.99
304,2768820078,377160.0,True,29.99
305,2768820078,221380.0,True,19.99
306,2768820078,333950.0,True,19.99
307,2768820078,222420.0,False,14.99
308,2768820078,271590.0,True,39.99
309,2768820078,298110.0,True,29.99
310,2768820078,222440.0,True,14.99
311,76561198056392326,259530.0,True,1.99
312,76561198056392326,219640.0,False,24.99
313,76561198056392326,269210.0,False,5.99
314,2d4nk4m3,317470.0,False,0.0
315,2d4nk4m3,47410.0,True,0.0
316,76561198078478151,730.0,True,14.99
317,exiaez,365450.0,True,9.99
318,76561198095921854,245620.0,True,19.99
319,EizanAratoFujimaki,70.0,True,9.99
320,EizanAratoFujimaki,359550.0,False,14.99
321,TeCool,274980.0,True,9.99
322,TeCool,202090.0,True,9.99
323,TeCool,339280.0,True,0.0
324,TeCool,314130.0,False,9.99
325,2xDelorean,570.0,True,0.0
326,2xDelorean,212680.0,True,9.99
327,2xDelorean,200210.0,True,0.0
328,2xDelorean,440.0,True,0.0
329,washington_,440.0,False,0.0
330,washington_,4000.0,True,9.99
331,washington_,211820.0,True,14.99
332,washington_,10180.0,True,19.99
333,washington_,252490.0,True,19.99
334,washington_,417860.0,True,0.0
335,jewxxl,251970.0,True,9.99
336,76561198088944293,359550.0,True,14.99
337,76561198088944293,107410.0,True,39.99
338,76561198088944293,218230.0,False,0.0
339,76561198088944293,437701.0,False,4.99
340,76561198088944293,304930.0,True,0.0
341,76561198092540221,400.0,True,9.99
342,76561198092540221,620.0,True,19.99
343,76561198092540221,238460.0,True,14.99
344,76561198092540221,6060.0,True,9.99
345,76561198092540221,440.0,True,0.0
346,76561198051258119,730.0,True,14.99
347,nubquake123,265610.0,True,11.99
348,Pyromanic,31280.0,True,4.99
349,Pyromanic,4000.0,True,9.99
350,Pyromanic,240.0,True,19.99
351,76561198109656922,440.0,True,0.0
352,CobRazor,252490.0,True,19.99
353,relesprit,8930.0,True,29.99
354,WitchHunter4542,304930.0,True,0.0
355,WitchHunter4542,237310.0,True,0.0
356,WitchHunter4542,224260.0,True,0.0
357,pwrt,230410.0,True,0.0
358,pwrt,440.0,True,0.0
359,wantmahbody,440.0,True,0.0
360,76561198115868847,219640.0,False,24.99
361,benedictcuminherbatch,570.0,True,0.0
362,76561198031207016,8930.0,True,29.99
363,76561198043458582,105600.0,True,9.99
364,76561198043458582,221100.0,True,34.99
365,76561198043458582,107410.0,True,39.99
366,76561198043458582,231430.0,True,19.99
367,smashiroshh,218620.0,True,4.99
368,shark854,225540.0,True,49.99
369,killbunny38,570.0,True,0.0
370,killbunny38,333930.0,False,0.0
371,76561198047630659,230410.0,False,0.0
372,1337lolroflmao,271590.0,True,39.99
373,1337lolroflmao,218620.0,True,4.99
374,1337lolroflmao,219740.0,True,9.99
375,1337lolroflmao,7940.0,True,19.99
376,1337lolroflmao,234190.0,True,4.99
377,1337lolroflmao,10180.0,True,19.99
378,1337lolroflmao,33900.0,True,12.99
379,1337lolroflmao,261030.0,True,24.99
380,1337lolroflmao,243470.0,True,29.99
381,sithjjf,302830.0,False,0.0
382,76561198060039459,570.0,False,0.0
383,OzfurAtlas,218620.0,False,4.99
384,OzfurAtlas,4700.0,True,19.99
385,OzfurAtlas,212680.0,True,9.99
386,76561198065593074,304930.0,False,0.0
387,76561198065593074,730.0,False,14.99
388,76561198065593074,304050.0,True,0.0
389,76561198065593074,203750.0,True,14.99
390,76561198044169764,227940.0,False,0.0
391,76561198044169764,355180.0,False,0.0
392,76561198044169764,730.0,True,14.99
393,76561198044169764,4000.0,True,9.99
394,euzi,236390.0,True,0.0
395,76561198074935997,221100.0,False,34.99
396,76561198074935997,365590.0,False,49.99
397,76561198074935997,299740.0,True,19.99
398,76561198074935997,346110.0,False,59.99
399,76561198074935997,275850.0,False,59.99
400,76561198074935997,400800.0,False,39.99
401,76561198074935997,252490.0,False,19.99
402,76561198074935997,437220.0,False,9.99
403,76561197961778802,730.0,True,14.99
404,lucasrash,440.0,True,0.0
405,76561198016602703,301520.0,False,0.0
406,76561198016602703,433340.0,True,19.99
407,thisissohardtomakeoneup,440.0,True,0.0
408,76561198087010391,4000.0,True,9.99
409,66666669999999,302830.0,False,0.0
410,76561198061174192,220200.0,True,39.99
411,76561198061174192,242760.0,True,14.99
412,ReMiXOfficalSteam,352460.0,True,14.99
413,Wilfire77,322920.0,True,9.99
414,76561198084390807,234792.0,True,1.99
415,76561198084390807,252490.0,True,19.99
416,Mastic,304050.0,False,0.0
417,Mastic,297130.0,True,14.99
418,Mastic,397570.0,True,1.99
419,Mastic,550.0,True,19.99
420,Mastic,206420.0,True,14.99
421,Mastic,278360.0,False,12.99
422,76561198028286104,10180.0,True,19.99
423,tarjla,242760.0,True,14.99
424,tarjla,304930.0,True,0.0
425,tarjla,441790.0,True,9.99
426,tarjla,265750.0,True,14.99
427,tarjla,252490.0,True,19.99
428,tarjla,4000.0,True,9.99
429,tarjla,211820.0,True,14.99
430,tarjla,105600.0,True,9.99
431,tarjla,251570.0,True,9.99
432,tarjla,730.0,True,14.99
433,deathnz1,233110.0,False,14.99
434,deathnz1,322910.0,False,14.99
435,deathnz1,276340.0,True,9.99
436,readingthis4noobs,227940.0,True,0.0
437,76561198104393251,304930.0,True,0.0
438,76561198075322986,730.0,True,14.99
439,redsncrimson,448530.0,True,3.99
440,redsncrimson,304410.0,True,4.99
441,redsncrimson,620.0,True,19.99
442,redsncrimson,274920.0,True,14.99
443,redsncrimson,211820.0,True,14.99
444,redsncrimson,219890.0,True,19.99
445,redsncrimson,49520.0,True,19.99
446,redsncrimson,223510.0,True,14.99
447,redsncrimson,440.0,True,0.0
